member_number,member_name,payment_date,amount,payment_type,period,notes
39,,6/8/2016,500,,,
39,,4/9/2016,500,,,
39,,3/10/2016,500,,,
40,,9/11/2015,500,,,
40,,7/12/2015,500,,,
40,,15/01/2016,500,,,
40,,10/2/2016,500,,,
40,,14/03/2016,500,,,
40,,11/4/2016,500,,,
40,,9/5/2016,500,,,
40,,8/6/2016,500,,,
40,,29/06/2016,500,,,
40,,6/8/2016,500,,,
40,,4/9/2016,500,,,
40,,15/10/2015,500,,,
41,,16/11/2015,500,,,
41,,17/12/2015,500,,,
41,,16/01/2016,1000,,,
41,,14/02/2016,500,,,
41,,14/03/2016,500,,,
41,,11/4/2016,500,,,
41,,9/5/2016,500,,,
41,,8/6/2016,500,,,
41,,29/06/2016,500,,,
41,,6/8/2016,500,,,
41,,4/9/2016,500,,,
41,,30/09/2016,500,,,
42,,6/11/2015,3500,,,
42,,8/12/2015,2500,,,
42,,6/1/2016,2500,,,
42,,1/2/2016,2500,,,
42,,8/3/2016,2500,,,
42,,1/4/2016,2500,,,
42,,1/5/2016,2500,,,
42,,30/05/2016,2500,,,
42,,26/06/2016,2500,,,
42,,29/07/2016,2500,,,
42,,23/08/2016,2500,,,
42,,25/09/2016,2500,,,
43,,6/11/2015,3000,,,
43,,8/12/2015,3000,,,
43,,6/1/2016,3000,,,
43,,1/2/2016,3000,,,
43,,8/3/2016,3000,,,
43,,1/4/2016,3000,,,
43,,1/5/2016,3000,,,
43,,30/05/2016,3000,,,
43,,26/06/2016,3000,,,
43,,29/07/2016,3000,,,
43,,23/08/2016,3000,,,
43,,25/09/2016,3000,,,
44,,6/11/2015,3000,,,
44,,8/12/2015,3000,,,
44,,6/1/2016,3000,,,
44,,1/2/2016,3000,,,
44,,8/3/2016,3000,,,
44,,1/4/2016,3000,,,
44,,1/5/2016,3000,,,
44,,30/05/2016,3000,,,
44,,26/06/2016,3000,,,
44,,29/07/2016,3000,,,
44,,23/08/2016,3000,,,
44,,25/09/2016,3000,,,
46,,7/11/2015,500,,,
46,,14/12/2015,500,,,
46,,5/1/2016,500,,,
46,,14/02/2016,500,,,
46,,12/3/2016,500,,,
46,,7/4/2016,500,,,
46,,9/5/2016,500,,,
46,,8/6/2016,500,,,
46,,29/06/2016,500,,,
46,,6/8/2016,500,,,
46,,4/9/2016,500,,,
46,,30/09/2016,500,,,
47,,9/11/2015,1000,,,
47,,15/12/2015,1000,,,
47,,15/01/2016,1000,,,
47,,12/3/2016,1000,,,
47,,11/4/2016,500,,,
47,,9/5/2016,500,,,
48,,14/11/2015,8000,,,
48,,29/11/2015,2000,,,
48,,27/12/2015,2000,,,
48,,25/01/2016,2000,,,
48,,24/02/2016,2000,,,
48,,24/03/2016,2000,,,
48,,21/04/2016,2000,,,
48,,29/05/2016,2000,,,
48,,21/06/2016,1000,,,
48,,20/07/2016,3000,,,
48,,18/08/2016,3000,,,
48,,7/9/2016,3000,,,
49,,15/12/2015,2000,,,
49,,15/01/2016,2000,,,
49,,14/02/2016,2000,,,
49,,12/3/2016,2000,,,
49,,16/6+4/7/37,2500,,,
49,,9/5/2016,2000,,,
49,,8/6/2016,2000,,,
49,,29/06/2016,2000,,,
49,,6/8/2016,2000,,,
49,,4/9/2016,2000,,,
49,,30/09/2016,2000,,,
50,,14/02/2016,500,,,
50,,14/03/2016,500,,,
50,,7/4/2016,500,,,
50,,9/5/2016,500,,,
50,,8/6/2016,500,,,
50,,29/06/2016,500,,,
50,,6/8/2016,500,,,
50,,4/9/2016,500,,,
50,,30/09/2016,500,,,
1,,5/11/2016,3000,,,
1,,5/12/2016,3000,,,
1,,5/1/2017,3000,,,
2,,5/11/2016,3000,,,
2,,5/12/2016,3000,,,
2,,5/1/2017,3000,,,
3,,5/11/2016,5000,,,
3,,5/12/2016,5000,,,
3,,5/1/2017,5000,,,
4,,5/11/2016,500,,,
4,,5/12/2016,500,,,
4,,5/1/2017,500,,,
5,,5/11/2016,4000,,,
5,,5/12/2016,4000,,,
5,,5/1/2017,4000,,,
6,,5/11/2016,500,,,
6,,5/12/2016,500,,,
6,,5/1/2017,500,,,
7,,5/11/2016,500,,,
7,,5/12/2016,500,,,
7,,5/1/2017,1000,,,
8,,5/11/2016,500,,,
8,,5/12/2016,500,,,
8,,5/1/2017,1000,,,
9,,5/11/2016,1000,,,
9,,5/12/2016,1000,,,
9,,5/1/2017,1000,,,
10,,5/11/2016,1000,,,
10,,5/12/2016,1500,,,
10,,5/1/2017,500,,,
11,,4/11/2016,4000,,,
11,,4/12/2016,8000,,,
12,,5/11/2016,500,,,
12,,5/12/2016,500,,,
12,,5/1/2017,500,,,
13,,27/10/2016,1500,,,
13,,4/12/2016,1500,,,
13,,28/12/2016,1500,,,
14,,4/11/2016,500,,,
14,,29/11/2016,500,,,
15,,4/11/2016,1000,,,
15,,29/11/2016,1000,,,
16,,30/10/2016,10000,,,
16,,13/11/2016,10000,,,
16,,11/12/2016,10000,,,
17,,30/10/2016,1000,,,
17,,13/11/2016,1000,,,
17,,11/12/2016,500,,,
18,,2/2/2016,500,,,
18,,4/12/2016,500,,,
20,,14/12/2016,20000,,,
21,,30/10/2016,500,,,
21,,13/11/2016,500,,,
21,,11/12/2016,500,,,
22,,30/10/2016,500,,,
22,,13/11/2016,500,,,
22,,11/12/2016,500,,,
29,,5/11/2016,1000,,,
29,,5/12/2016,1000,,,
30,,5/11/2016,1000,,,
30,,5/12/2016,1000,,,
31,,5/11/2016,1000,,,
31,,5/12/2016,1000,,,
32,,5/11/2016,500,,,
32,,5/12/2016,500,,,
33,,5/11/2016,1000,,,
33,,5/12/2016,1000,,,
34,,5/11/2016,1000,,,
34,,5/12/2016,1000,,,
23,,25/10/2016,2500,,,
23,,28/11/2016,2500,,,
23,,1/1/2017,500,,,
24,,25/10/2016,500,,,
24,,28/11/2016,500,,,
24,,1/1/2017,500,,,
25,,25/10/2016,500,,,
25,,28/11/2016,500,,,
25,,1/1/2017,500,,,
26,,25/10/2016,500,,,
26,,28/11/2016,500,,,
26,,1/1/2017,500,,,
27,,25/10/2016,500,,,
27,,28/11/2016,500,,,
27,,1/1/2017,500,,,
28,,25/10/2016,500,,,
28,,28/11/2016,500,,,
28,,1/1/2017,500,,,
35,,31/10/2016,3000,,,
35,,1/12/2016,3000,,,
35,,26/12/2016,3000,,,
36,,4/11/2016,500,,,
36,,4/12/2016,1000,,,
37,,3/11/2016,1000,,,
37,,27/11/2016,1000,,,
38,,2/11/2016,500,,,
38,,4/12/2016,500,,,
39,,5/11/2016,1000,,,
39,,5/12/2016,1000,,,
39,,5/1/2017,1000,,,
40,,5/11/2016,500,,,
40,,5/12/2016,500,,,
40,,5/1/2017,500,,,
41,,5/11/2016,500,,,
41,,5/12/2016,500,,,
41,,5/1/2017,500,,,
42,,19/10/2016,2500,,,
42,,25/11/2016,2500,,,
42,,18/12/2016,2500,,,
43,,19/10/2016,3000,,,
43,,25/11/2016,3000,,,
43,,18/12/2016,3000,,,
44,,19/10/2016,3000,,,
44,,25/11/2016,3000,,,
44,,18/12/2016,3000,,,
46,,5/11/2016,500,,,
46,,5/12/2016,500,,,
46,,5/1/2017,500,,,
48,,17/10/2016,3000,,,
48,,15/11/2016,3000,,,
48,,15/12/2016,3000,,,
49,,28/10/2016,2000,,,
49,,28/11/2016,2000,,,
49,,5/1/2017,2000,,,
50,,5/11/2016,500,,,
50,,5/12/2016,500,,,
50,,5/1/2017,500,,,
1,,4/2/2017,3000,,,
1,,3/3/2017,3000,,,
1,,31/03/2017,3000,,,
1,,2/5/2017,3000,,,
1,,3/6/2017,3000,,,
1,,5/7/2017,3000,,,
1,,4/8/2017,3000,,,
1,,29/08/2017,3000,,,
1,,6/10/2017,3000,,,
1,,4/11/2017,3000,,,
1,,4/12/2017,3000,,,
1,,5/1/2018,3000,,,
2,,4/2/2017,3000,,,
2,,3/3/2017,3000,,,
2,,31/03/2017,3000,,,
2,,2/5/2017,3000,,,
2,,3/6/2017,3000,,,
2,,5/7/2017,3000,,,
2,,4/8/2017,3000,,,
2,,29/08/2017,3000,,,
2,,6/10/2017,3000,,,
2,,4/11/2017,3000,,,
2,,4/12/2017,3000,,,
2,,5/1/2018,3000,,,
3,,4/2/2017,5000,,,
3,,3/3/2017,1000,,,
3,,31/03/2017,3000,,,
3,,2/5/2017,18000,,,
3,,3/6/2017,6000,,,
3,,5/7/2017,1500,,,
3,,4/8/2017,1500,,,
3,,29/08/2017,1500,,,
3,,6/10/2017,1500,,,
3,,4-5/11/2017,4500,,,
3,,4/12/2017,3000,,,
3,,5/1/2018,2000,,,
4,,4/2/2017,500,,,
4,,3/3/2017,2000,,,
4,,31/03/2017,1000,,,
4,,2/5/2017,10500,,,
4,,3/6/2017,500,,,
4,,5/7/2017,500,,,
4,,4/8/2017,500,,,
4,,29/08/2017,500,,,
4,,6/10/2017,500,,,
4,,4/11/2017,500,,,
4,,4/12/2017,500,,,
4,,5/1/2018,500,,,
5,,4/2/2017,4000,,,
5,,3/3/2017,4000,,,
5,,31/03/2017,4000,,,
5,,2/5/2017,4000,,,
5,,3/6/2017,4000,,,
5,,5/7/2017,2000,,,
5,,4/8/2017,3000,,,
5,,29/08/2017,2000,,,
5,,6/10/2017,2000,,,
5,,4/11/2017,2000,,,
5,,4/12/2017,2000,,,
5,,5/1/2018,3000,,,
6,,4/2/2017,500,,,
6,,3/3/2017,2000,,,
6,,31/03/2017,1000,,,
6,,2/5/2017,10500,,,
6,,3/6/2017,500,,,
6,,5/7/2017,500,,,
6,,4/8/2017,500,,,
6,,29/08/2017,500,,,
6,,6/10/2017,500,,,
6,,4/11/2017,500,,,
6,,4/12/2017,500,,,
6,,5/1/2018,500,,,
7,,4/2/2017,1000,,,
7,,3/3/2017,1000,,,
7,,31/03/2017,1000,,,
7,,2/5/2017,10500,,,
7,,3/6/2017,500,,,
7,,5/7/2017,500,,,
7,,4/8/2017,500,,,
7,,29/08/2017,500,,,
7,,6/10/2017,500,,,
7,,4/11/2017,500,,,
7,,4/12/2017,500,,,
7,,5/1/2018,500,,,
8,,4/2/2017,1000,,,
8,,3/3/2017,1000,,,
8,,31/03/2017,1000,,,
8,,2/5/2017,10500,,,
8,,3/6/2017,500,,,
8,,5/7/2017,500,,,
8,,4/8/2017,500,,,
8,,29/08/2017,500,,,
8,,6/10/2017,500,,,
8,,4/11/2017,500,,,
8,,4/12/2017,500,,,
8,,5/1/2018,500,,,
9,,14/01/2017,3000,,,
9,,31/03/2017,1500,,,
9,,2/5/2017,1500,,,
9,,3/6/2017,1500,,,
9,,5/7/2017,10000,,,
9,,4/8/2017,1500,,,
9,,29/08/2017,1500,,,
9,,13/09/2017,31500,,,
9,,4/11/2017,1500,,,
9,,4/12/2017,1000,,,
9,,5/1/2018,1000,,,
10,,5/12/2016,2000,,,
10,,3/3/2017,500,,,
10,,31/03/2017,500,,,
10,,2/5/2017,10500,,,
10,,25/05/2017,3500,,,
10,,5/7/2017,500,,,
10,,4/8/2017,500,,,
10,,29/08/2017,500,,,
10,,6/10/2017,500,,,
10,,2/11/2017,3500,,,
10,,4/12/2017,500,,,
10,,5/1/2018,500,,,
11,,5/12/2016,12000,,,
11,,25/05/2017,24000,,,
11,,2/11/2017,30000,,,
12,,4/2/2017,500,,,
12,,3/3/2017,500,,,
12,,31/03/2017,500,,,
12,,2/5/2017,500,,,
12,,3/6/2017,500,,,
12,,5/7/2017,500,,,
12,,4/8/2017,500,,,
12,,29/08/2017,500,,,
12,,6/10/2017,500,,,
12,,4/11/2017,500,,,
12,,4/12/2017,500,,,
12,,5/1/2018,500,,,
13,,26/01/2017,1500,,,
13,,28/02/2017,1500,,,
13,,28/03/2017,1500,,,
13,,26/04/2017,1500,,,
13,,3/6/2017,1000,,,
13,,26/07/2017,7000,,,
13,,27/08/2017,1000,,,
13,,27/09/2017,500,,,
13,,23/10/2017,2500,,,
13,,6/12/2017,500,,,
14,,17/01/2017,1000,,,
14,,5/3/2017,500,,,
14,,26/03/2017,10500,,,
14,,3/5/2017,10000,,,
14,,25/05/2017,9500,,,
14,,30/08/2017,4000,,,
14,,5/11/2017,4000,,,
14,,6/12/2017,2000,,,
15,,17/01/2017,2000,,,
15,,5/3/2017,1000,,,
15,,26/03/2017,1000,,,
15,,3/5/2017,1000,,,
15,,28/05/2017,1000,,,
15,,30/08/2017,2000,,,
15,,5/11/2017,1000,,,
16,,15/01/2017,10000,,,
16,,22/02/2017,18750,,,
16,,12/3/2017,10000,,,
16,,10/4/2017,10000,,,
16,,14/05/2017,10000,,,
16,,7/6/2017,50000,,,
16,,10/8-5/9-17,2000,,,
16,,1/10/2017,500,,,
16,,2/11/2017,500,,,
16,,2/1/2018,500,,,
17,,15/01/2017,1000,,,
17,,22/02/2017,37750,,,
17,,12/3/2017,1000,,,
17,,7/6/2017,500,,,
17,,5/9/2017,500,,,
17,,1/10/2017,500,,,
17,,2/11/2017,500,,,
17,,2/12/2017,500,,,
17,,2/1/2018,500,,,
18,,2/2/2017,1000,,,
18,,24/02/2017,500,,,
18,,29/03/2017,500,,,
18,,27/04/2017,500,,,
18,,31/05/2017,500,,,
18,,4/8/2017,1000,,,
18,,31/08/2017,500,,,
18,,2/10/2017,500,,,
18,,28/10/2017,500,,,
18,,28/11/2017,500,,,
18,,27/12/2017,500,,,
19,,7/9/2017,6000,,,
21,,15/01/2017,500,,,
21,,22/02/2017,500,,,
21,,12/3/2017,500,,,
21,,7/6/2017,500,,,
21,,5/9/2017,500,,,
21,,1/10/2017,500,,,
21,,2/11/2017,500,,,
21,,2/12/2017,500,,,
21,,2/1/2018,500,,,
22,,15/01/2017,500,,,
22,,22/02/2017,500,,,
22,,12/3/2017,500,,,
22,,7/6/2017,500,,,
22,,5/9/2017,500,,,
22,,1/10/2017,500,,,
22,,2/11/2017,500,,,
22,,2/12/2017,500,,,
22,,2/1/2018,500,,,
29,,2/2/2017,1000,,,
29,,5/3/2017,1000,,,
29,,4/5/2017,1000,,,
29,,25/06/2017,500,,,
29,,5/8/2017,1000,,,
29,,5/9/2017,1000,,,
29,,13-28/9/2017,2500,,,
29,,1/11/2017,1000,,,
29,,2/12/2017,1000,,,
29,,2/1/2018,1000,,,
30,,2/2/2017,1000,,,
30,,5/3/2017,1000,,,
30,,4/5/2017,1000,,,
30,,25/06/2017,500,,,
30,,5/8/2017,1000,,,
30,,5/9/2017,1000,,,
30,,13-28/9/2017,3000,,,
30,,1/11/2017,500,,,
30,,2/12/2017,500,,,
30,,2/1/2018,500,,,
31,,2/2/2017,1000,,,
31,,5/3/2017,1000,,,
31,,4/5/2017,1000,,,
31,,25/06/2017,500,,,
31,,5/8/2017,1000,,,
31,,5/9/2017,1000,,,
31,,13-28/9/2017,3000,,,
31,,1/11/2017,500,,,
31,,2/12/2017,500,,,
31,,2/1/2018,500,,,
32,,2/2/2017,500,,,
32,,5/3/2017,500,,,
32,,4/5/2017,1000,,,
32,,25/06/2017,500,,,
32,,5/8/2017,500,,,
32,,5/9/2017,500,,,
32,,28/09/2017,500,,,
32,,1/11/2017,500,,,
32,,2/12/2017,500,,,
32,,2/1/2018,500,,,
33,,2/2/2017,1000,,,
33,,5/3/2017,1000,,,
33,,4/5/2017,1000,,,
33,,25/06/2017,500,,,
33,,5/8/2017,1000,,,
33,,5/9/2017,1000,,,
33,,13-28/9/2017,3000,,,
33,,1/11/2017,500,,,
33,,2/12/2017,500,,,
33,,2/1/2018,500,,,
34,,2/2/2017,1000,,,
34,,5/3/2017,1000,,,
34,,4/5/2017,1000,,,
34,,25/06/2017,500,,,
34,,5/8/2017,1000,,,
34,,5/9/2017,1000,,,
34,,13-28/9/2017,2000,,,
34,,1/11/2017,500,,,
34,,2/12/2017,500,,,
34,,2/1/2018,500,,,
23,,23/01/2017,2500,,,
23,,27/02/2017,2500,,,
23,,28/03/2017,2500,,,
23,,2/5/2017,2500,,,
23,,28/05/2017,500,,,
23,,2/7/2017,2000,,,
23,,26/07/2017,2000,,,
23,,28/08/2017,2000,,,
23,,28/09/2017,2000,,,
23,,30/10/2017,2000,,,
23,,28/11/2017,2000,,,
23,,31/12/2017,2000,,,
24,,23/01/2017,500,,,
24,,27/02/2017,500,,,
24,,28/03/2017,500,,,
24,,2/5/2017,500,,,
24,,28/05/2017,500,,,
24,,2/7/2017,1000,,,
24,,26/07/2017,1000,,,
24,,28/08/2017,1000,,,
24,,28/09/2017,1000,,,
24,,30/10/2017,1000,,,
24,,28/11/2017,1000,,,
24,,31/12/2017,1000,,,
25,,23/01/2017,500,,,
25,,27/02/2017,500,,,
25,,28/03/2017,500,,,
25,,2/5/2017,500,,,
25,,28/05/2017,500,,,
25,,2/7/2017,1000,,,
25,,26/07/2017,1000,,,
25,,28/08/2017,1000,,,
25,,28/09/2017,1000,,,
25,,30/10/2017,1000,,,
25,,28/11/2017,1000,,,
25,,31/12/2017,1000,,,
26,,23/01/2017,500,,,
26,,27/02/2017,500,,,
26,,28/03/2017,500,,,
26,,2/5/2017,500,,,
26,,28/05/2017,500,,,
26,,2/7/2017,1000,,,
26,,26/07/2017,1000,,,
26,,28/08/2017,1000,,,
26,,28/09/2017,1000,,,
26,,30/10/2017,1000,,,
26,,28/11/2017,1000,,,
26,,31/12/2017,1000,,,
27,,23/01/2017,500,,,
27,,27/02/2017,500,,,
27,,28/03/2017,500,,,
27,,2/5/2017,500,,,
27,,28/05/2017,500,,,
27,,2/7/2017,1000,,,
27,,26/07/2017,1000,,,
27,,28/08/2017,1000,,,
27,,28/09/2017,1000,,,
27,,30/10/2017,1000,,,
27,,28/11/2017,1000,,,
27,,31/12/2017,1000,,,
28,,23/01/2017,500,,,
28,,27/02/2017,500,,,
28,,28/03/2017,500,,,
28,,2/5/2017,500,,,
28,,28/05/2017,500,,,
28,,2/7/2017,1000,,,
28,,26/07/2017,1000,,,
28,,28/08/2017,1000,,,
28,,28/09/2017,1000,,,
28,,30/10/2017,1000,,,
28,,28/11/2017,1000,,,
28,,31/12/2017,1000,,,
35,,30/01/2017,3000,,,
35,,27/02/2017,3000,,,
35,,27/03/2017,3000,,,
35,,2/5/2017,3000,,,
35,,31/05/2017,3000,,,
35,,2/7/2017,3000,,,
35,,26/07/2017,3000,,,
35,,24/08/2017,3000,,,
35,,26/09/2017,3000,,,
35,,30/10/2017,3000,,,
35,,28/11/2017,3000,,,
35,,31/12/2017,3000,,,
36,,5/12/2016,1500,,,
36,,2/2/2017,500,,,
36,,25/05/2017,3000,,,
36,,2/11/2017,3000,,,
37,,26/01/2017,1000,,,
37,,26/02/2017,1000,,,
37,,28/03/2017,1000,,,
37,,25/04/2017,1000,,,
37,,26/05/2017,1000,,,
37,,3/7/2017,1000,,,
37,,27/07/2017,1000,,,
37,,30/08/2017,1000,,,
37,,28/09/2017,1000,,,
37,,27/11/2017,1000,,,
37,,30/12/2017,1000,,,
38,,2/2/2017,1000,,,
38,,24/02/2017,500,,,
38,,31/03/2017,29500,,,
38,,27/04/2017,500,,,
38,,31/05/2017,500,,,
38,,4/8/2017,1000,,,
38,,31/08/2017,500,,,
38,,2/10/2017,500,,,
38,,28/10/2017,500,,,
38,,28/11/2017,500,,,
38,,27/12/2017,500,,,
39,,4/2/2017,1000,,,
39,,3/3/2017,1000,,,
39,,31/03/2017,1000,,,
39,,2/5/2017,1000,,,
39,,3/6/2017,1000,,,
39,,5/7/2017,1000,,,
39,,4/8/2017,1000,,,
39,,29/08/2017,1000,,,
39,,6/10/2017,1000,,,
39,,4/11/2017,1000,,,
39,,4/12/2017,1000,,,
39,,5/1/2018,1000,,,
40,,4/2/2017,500,,,
40,,3/3/2017,500,,,
40,,31/03/2017,500,,,
40,,2/5/2017,500,,,
40,,3/6/2017,500,,,
40,,5/7/2017,500,,,
40,,4/8/2017,500,,,
40,,29/08/2017,500,,,
40,,6/10/2017,500,,,
40,,4/11/2017,500,,,
40,,4/12/2017,500,,,
40,,5/1/2018,500,,,
41,,14/01/2017,11000,,,
41,,31/03/2017,4000,,,
41,,2/5/2017,4000,,,
41,,3/6/2017,4000,,,
41,,5/7/2017,4000,,,
41,,4/8/2017,4000,,,
41,,5/9/2017,4000,,,
41,,6/10/2017,5000,,,
42,,27/01/2017,2500,,,
42,,23/02/2017,2500,,,
42,,19/03/2017,2500,,,
42,,22/04/2017,2500,,,
42,,26/05/2017,2500,,,
42,,14/06/2017,1500,,,
42,,21/07/2017,2500,,,
42,,18/08/2017,3000,,,
42,,7/9/2017,3000,,,
42,,16/10/2017,3000,,,
42,,10/11/2017,3000,,,
42,,10/12+2/1/17,6000,,,
43,,27/01/2017,3000,,,
43,,23/02/2017,3000,,,
43,,19/03/2017,3000,,,
43,,1/5/2017,33000,,,
43,,26/05/2017,3000,,,
43,,14/06/2017,3000,,,
43,,21/07/2017,3000,,,
43,,18/08/2017,3000,,,
43,,7/9/2017,3000,,,
43,,16/10/2017,3000,,,
43,,10/11/2017,3000,,,
43,,10/12+2/1/17,6000,,,
44,,27/01/2017,3000,,,
44,,23/02/2017,3000,,,
44,,19/03/2017,3000,,,
44,,29/04/2017,33000,,,
44,,26/05/2017,3000,,,
44,,14/06/2017,3000,,,
44,,21/07/2017,3000,,,
44,,18/08/2017,3000,,,
44,,7/9/2017,3000,,,
44,,16/10/2017,3000,,,
44,,10/11/2017,3000,,,
44,,10/12+2/1/17,6000,,,
46,,4/2/2017,500,,,
46,,3/3/2017,500,,,
46,,31/03/2017,500,,,
46,,2/5/2017,500,,,
46,,3/6/2017,500,,,
46,,5/7/2017,500,,,
46,,4/8/2017,500,,,
46,,29/08/2017,500,,,
46,,6/10/2017,500,,,
46,,4/11/2017,500,,,
46,,4/12/2017,500,,,
46,,5/1/2018,500,,,
48,,12/1/2017,3000,,,
48,,12/2/2017,4000,,,
48,,16/03/2017,4000,,,
48,,13/04/2017,5000,,,
48,,14/05/2017,5000,,,
48,,12/6/2017,2000,,,
48,,9/7/2017,5000,,,
48,,18/08/2017,5000,,,
48,,10/9-4/10/17,16000,,,
48,,5/11/2017,3500,,,
48,,3/12/2017,3500,,,
48,,2/1/2018,3500,,,
49,,4/2/2017,2000,,,
49,,3/3/2017,2000,,,
49,,31/03/2017,2000,,,
49,,2/5/2017,12000,,,
49,,3/6/2017,2000,,,
49,,5/7/2017,2000,,,
49,,4/8/2017,2000,,,
49,,29/08/2017,2000,,,
49,,6/10/2017,2000,,,
49,,4/11/2017,2000,,,
49,,4/12/2017,2000,,,
49,,5/1/2018,2000,,,
50,,4/2/2017,500,,,
50,,3/3/2017,500,,,
50,,31/03/2017,500,,,
50,,2/5/2017,500,,,
50,,3/6/2017,500,,,
50,,5/7/2017,500,,,
50,,4/8/2017,500,,,
50,,29/08/2017,500,,,
50,,6/10/2017,500,,,
50,,4/11/2017,500,,,
50,,4/12/2017,500,,,
50,,5/1/2018,500,,,
51,,2/2/2017,500,,,
51,,5/3/2017,500,,,
51,,26/03/2017,500,,,
51,,25/05/2017,3000,,,
51,,2/11/2017,6000,,,
52,,5/9/2017,1000,,,
52,,6/10/2017,1000,,,
52,,5/11/2017,1000,,,
52,,4/12/2017,1000,,,
52,,5/1/2018,1000,,,
1,,2/2/2018,3000,,,
1,,5/3/2018,3000,,,
1,,2/4/2018,3000,,,
1,,4/5/2018,3000,,,
1,,5/6/2018,3000,,,
1,,6/7/2018,3000,,,
1,,3/8/2018,3000,,,
1,,3/9/2018,3000,,,
1,,4/10/2018,3000,,,
1,,3/11/2018,3000,,,
1,,5/12/2018,3000,,,
1,,1/1/2019,3000,,,
2,,2/2/2018,3000,,,
2,,5/3/2018,3000,,,
2,,2/4/2018,3000,,,
2,,4/5/2018,3000,,,
2,,5/6/2018,3000,,,
2,,6/7/2018,3000,,,
2,,3/8/2018,3000,,,
2,,3/9/2018,3000,,,
2,,4/10/2018,3000,,,
2,,3/11/2018,3000,,,
2,,5/12/2018,3000,,,
2,,1/1/2019,3000,,,
3,,2/2/2018,2000,,,
3,,5/3/2018,2000,,,
3,,2/4/2018,5000,,,
3,,4/5/2018,5000,,,
3,,5/6/2018,3000,,,
3,,6/7/2018,3000,,,
3,,3/8/2018,4000,,,
3,,3/9/2018,4000,,,
3,,4/10/2018,5000,,,
3,,3/11/2018,5000,,,
3,,5/12/2018,3000,,,
3,,3/1/2019,3000,,,
4,,2/2/2018,500,,,
4,,5/3/2018,500,,,
4,,2/4/2018,500,,,
4,,4/5/2018,500,,,
4,,5/6/2018,500,,,
4,,6/7/2018,500,,,
4,,3/8/2018,500,,,
4,,3/9/2018,500,,,
4,,4/10/2018,500,,,
4,,3/11/2018,500,,,
4,,5/12/2018,500,,,
4,,1/1/2019,500,,,
5,,2/2/2018,3000,,,
5,,5/3/2018,3000,,,
5,,2/4/2018,3000,,,
5,,4/5/2018,3000,,,
5,,5/6/2018,2000,,,
5,,6/7/2018,3000,,,
5,,3/8/2018,500,,,
5,,3/9/2018,1000,,,
5,,4/10/2018,500,,,
5,,3/11/2018,1500,,,
5,,5/12/2018,1500,,,
5,,1/1/2019,1500,,,
6,,2/2/2018,500,,,
6,,5/3/2018,500,,,
6,,2/4/2018,500,,,
6,,4/5/2018,500,,,
6,,5/6/2018,500,,,
6,,6/7/2018,500,,,
6,,3/8/2018,500,,,
6,,3/9/2018,500,,,
6,,4/10/2018,500,,,
6,,3/11/2018,500,,,
6,,5/12/2018,500,,,
6,,1/1/2019,500,,,
7,,2/2/2018,500,,,
7,,5/3/2018,500,,,
7,,2/4/2018,500,,,
7,,4/5/2018,500,,,
7,,5/6/2018,500,,,
7,,6/7/2018,500,,,
7,,3/8/2018,500,,,
7,,3/9/2018,500,,,
7,,4/10/2018,500,,,
7,,3/11/2018,500,,,
7,,5/12/2018,500,,,
7,,1/1/2019,500,,,
8,,2/2/2018,500,,,
8,,5/3/2018,500,,,
8,,2/4/2018,500,,,
8,,4/5/2018,500,,,
8,,5/6/2018,500,,,
8,,6/7/2018,500,,,
8,,3/8/2018,500,,,
8,,3/9/2018,500,,,
8,,4/10/2018,500,,,
8,,3/11/2018,500,,,
8,,5/12/2018,500,,,
8,,1/1/2019,500,,,
9,,2/2/2018,1000,,,
9,,5/3/2018,1000,,,
9,,2/4/2018,1000,,,
9,,4/5/2018,1000,,,
9,,5/6/2018,1000,,,
9,,6/7/2018,1000,,,
10,,2/2/2018,500,,,
10,,5/3/2018,500,,,
10,,2/4/2018,500,,,
10,,4/5/2018,10500,,,
10,,5/6/2018,500,,,
10,,6/7/2018,500,,,
10,,3/8/2018,500,,,
10,,2+3/9/2018,3000,,,
10,,4/10/2018,500,,,
10,,3/11/2018,500,,,
10,,5/12/2018,500,,,
10,,1/1/2019,500,,,
11,,2/9/2018,20000,,,
12,,2/2/2018,500,,,
12,,5/3/2018,500,,,
12,,17/03/2018,500,,,
12,,4/5/2018,500,,,
12,,5/6/2018,500,,,
12,,6/7/2018,500,,,
12,,3/8/2018,500,,,
12,,3/9/2018,500,,,
12,,4/10/2018,500,,,
12,,3/11/2018,500,,,
12,,5/12/2018,500,,,
12,,1/1/2019,500,,,
13,,11+28/1/2018,2000,,,
13,,25/02/2018,1000,,,
13,,28/03/2018,1000,,,
13,,25/04/2018,1000,,,
13,,28/05/2018,1000,,,
13,,2/7/2018,1000,,,
13,,25/07/2018,1000,,,
13,,3/9/2018,1000,,,
13,,2/10/2018,1000,,,
13,,29/10/2018,1000,,,
13,,28/11/2018,1000,,,
13,,26/12/2018,1000,,,
14,,6/1-6/2/2018,4000,,,
14,,6/3/2018,1500,,,
14,,22/03/2018,2000,,,
14,,25/04/2018,1500,,,
14,,8/7/2018,4000,,,
14,,22/07/2018,2000,,,
14,,3/9/2018,2000,,,
14,,2/10/2018,2000,,,
14,,22/10/2018,2000,,,
14,,13/11/2018,2000,,,
15,,6/1-6/2/2018,1500,,,
15,,6/3/2018,1000,,,
